Date,Time,Pressure_In,Flow_Rate,Temperature
2026-05-19,15:47:45,18.3,22.4,55.0
2026-05-19,15:47:53,18.3,22.4,55.0
2026-05-19,15:48:38,18.3,22.4,55.0
2026-05-19,15:49:18,18.3,22.4,55.0
2026-05-19,15:49:31,18.3,22.4,55.0
2026-05-19,15:49:53,18.3,22.4,55.0
2026-05-19,15:50:11,18.3,22.4,55.0
2026-05-19,15:50:30,18.3,22.4,55.0
2026-05-19,15:52:21,18.3,22.4,55.0
2026-05-19,15:52:38,18.3,22.4,55.0
2026-05-19,15:52:51,18.3,22.4,55.0
2026-05-19,15:53:43,18.3,22.4,55.0
2026-05-19,15:54:04,18.3,22.4,55.0
2026-05-19,15:54:09,18.3,22.4,55.0
2026-05-19,15:54:22,18.3,22.4,55.0
2026-05-19,15:56:24,18.3,22.4,55.0
2026-05-19,16:08:37,18.3,22.4,55.0
2026-05-19,16:09:53,18.3,22.4,55.0
2026-05-19,16:14:53,18.3,22.4,55.0
2026-05-19,16:27:37,18.3,22.4,55.0
2026-05-19,16:29:27,18.3,22.4,55.0
2026-05-19,16:37:10,18.3,22.4,55.0
2026-05-19,16:39:06,18.3,22.4,55.0
2026-05-19,16:39:45,18.3,22.4,55.0
2026-05-19,16:39:53,18.3,22.4,55.0
2026-05-19,16:40:22,18.3,22.4,55.0
2026-05-19,22:17:38,18.3,22.4,55.0
2026-05-19,22:42:33,18.3,22.4,55.0
2026-05-19,22:42:48,18.3,22.4,55.0
2026-05-19,22:42:52,18.3,22.4,55.0
2026-05-19,22:43:03,18.3,22.4,55.0
2026-05-19,22:44:20,18.3,22.4,55.0
2026-05-19,22:45:27,18.3,22.4,55.0
2026-05-19,22:46:01,18.3,22.4,55.0
2026-05-19,22:46:44,18.3,22.4,55.0
2026-05-19,22:47:37,18.3,22.4,55.0
2026-05-19,22:50:22,18.3,22.4,55.0
2026-05-19,22:50:36,18.3,22.4,55.0
2026-05-19,22:51:12,18.3,22.4,55.0
2026-05-19,22:51:24,18.3,22.4,55.0
2026-05-19,22:52:14,18.3,22.4,55.0
2026-05-19,22:55:05,18.3,22.4,55.0
2026-05-20,15:54:15,18.3,22.4,55.0
2026-05-20,15:54:46,18.3,22.4,55.0
2026-05-20,23:08:43,18.3,22.4,55.0
2026-05-21,17:39:55,18.3,22.4,55.0
2026-05-21,17:41:59,18.3,22.4,55.0
2026-05-21,17:45:12,18.3,22.4,55.0
2026-05-21,17:45:28,18.3,22.4,55.0
2026-05-21,17:45:35,18.3,22.4,55.0
2026-05-21,17:49:09,18.3,22.4,55.0
2026-05-21,17:49:23,18.3,22.4,55.0
2026-05-21,17:49:40,18.3,22.4,55.0
2026-05-21,17:56:44,18.3,22.4,55.0
2026-05-21,17:57:47,18.3,22.4,55.0
2026-05-21,17:58:14,18.3,22.4,55.0
2026-05-21,17:58:58,18.3,22.4,55.0
2026-05-21,17:59:10,18.3,22.4,55.0
2026-05-21,18:04:22,18.3,22.4,55.0
2026-05-21,18:06:34,18.3,22.4,55.0
2026-05-21,18:07:28,18.3,22.4,55.0
2026-05-21,18:07:36,18.3,22.4,55.0
2026-05-21,18:08:17,18.3,22.4,55.0
2026-05-21,18:08:24,18.3,22.4,55.0
2026-05-21,18:08:40,18.3,22.4,55.0
2026-05-21,18:10:21,18.3,22.4,55.0
2026-05-21,18:41:56,18.3,22.4,55.0
2026-05-21,18:42:01,18.3,22.4,55.0
2026-05-21,18:42:15,18.3,22.4,55.0
2026-05-21,18:43:04,18.3,22.4,55.0
2026-05-21,18:43:10,18.3,22.4,55.0
2026-05-21,18:43:16,18.3,22.4,55.0
2026-05-21,18:43:22,18.3,22.4,55.0
2026-05-21,18:53:01,18.3,22.4,55.0
2026-05-21,18:54:50,18.3,22.4,55.0
2026-05-21,18:54:56,18.3,22.4,55.0
2026-05-21,18:56:29,18.3,22.4,55.0
2026-05-21,19:04:54,18.3,22.4,55.0
2026-05-22,12:16:37,18.3,22.4,55.0
2026-05-22,12:16:49,18.3,22.4,55.0
2026-05-22,14:42:27,18.3,22.4,55.0
2026-05-22,14:42:39,18.3,22.4,55.0
2026-05-22,14:42:45,18.3,22.4,55.0
2026-05-22,14:42:50,18.3,22.4,55.0
2026-05-22,14:44:44,18.3,22.4,55.0
2026-05-22,14:48:35,18.3,22.4,55.0
2026-05-22,14:48:40,18.3,22.4,55.0
2026-05-22,14:48:44,18.3,22.4,55.0
2026-05-22,14:48:48,18.3,22.4,55.0
2026-05-22,14:48:54,18.3,22.4,55.0
2026-05-22,14:49:00,18.3,22.4,55.0
2026-05-22,14:49:06,18.3,22.4,55.0
2026-05-22,14:49:14,18.3,22.4,55.0
2026-05-22,14:49:21,18.3,22.4,55.0
2026-05-22,14:50:17,18.3,22.4,55.0
2026-05-22,14:50:50,18.3,22.4,55.0
2026-05-22,14:51:17,18.3,22.4,55.0
2026-05-22,14:51:44,18.3,22.4,55.0
2026-05-22,14:51:58,18.3,22.4,55.0
2026-05-22,14:53:18,18.3,22.4,55.0
2026-05-22,14:53:26,18.3,22.4,55.0
2026-05-22,14:53:39,18.3,22.4,55.0
2026-05-22,14:56:30,18.3,22.4,55.0
2026-05-22,15:09:16,18.3,22.4,55.0
2026-05-22,15:13:18,18.3,22.4,55.0
2026-05-22,15:19:02,18.3,22.4,55.0
2026-05-22,15:19:16,18.3,22.4,55.0
2026-05-22,15:19:17,18.3,22.4,55.0
2026-05-22,15:19:21,18.3,22.4,55.0
2026-05-22,15:20:47,18.3,22.4,55.0
2026-05-22,15:39:34,18.3,22.4,55.0
2026-05-22,15:40:30,18.3,22.4,55.0
2026-05-22,15:41:36,18.3,22.4,55.0
2026-05-22,15:42:53,18.3,22.4,55.0
2026-05-22,15:56:56,18.3,22.4,55.0
2026-05-22,15:57:25,18.3,22.4,55.0
2026-05-22,15:58:05,18.3,22.4,55.0
2026-05-22,15:59:33,18.3,22.4,55.0
2026-05-22,16:03:13,18.3,22.4,55.0
2026-05-22,16:04:49,18.3,22.4,55.0
2026-05-22,16:05:40,18.3,22.4,55.0
2026-05-22,16:06:37,18.3,22.4,55.0
2026-05-22,16:12:24,18.3,22.4,55.0
2026-05-22,16:16:23,18.3,22.4,55.0
2026-05-22,16:18:02,18.3,22.4,55.0
2026-05-22,16:22:23,18.3,22.4,55.0
2026-05-22,16:23:24,18.3,22.4,55.0
2026-05-22,16:23:40,18.3,22.4,55.0
2026-05-22,16:24:00,18.3,22.4,55.0
2026-05-22,16:25:00,18.3,22.4,55.0
2026-05-22,16:25:40,18.3,22.4,55.0
2026-05-22,16:26:09,18.3,22.4,55.0
2026-05-22,16:29:52,18.3,22.4,55.0
2026-05-22,16:32:45,18.3,22.4,55.0
2026-05-22,16:33:14,18.3,22.4,55.0
2026-05-22,16:33:37,18.3,22.4,55.0
2026-05-22,16:34:32,18.3,22.4,55.0
2026-05-22,16:35:31,18.3,22.4,55.0
2026-05-22,16:35:47,18.3,22.4,55.0
2026-05-22,16:36:03,18.3,22.4,55.0
2026-05-22,16:36:21,18.3,22.4,55.0
2026-05-22,16:40:34,18.3,22.4,55.0
2026-05-22,16:44:09,18.3,22.4,55.0
2026-05-22,16:45:21,18.3,22.4,55.0
2026-05-22,16:48:39,18.3,22.4,55.0
2026-05-22,16:48:53,18.3,22.4,55.0
2026-05-22,16:49:21,18.3,22.4,55.0
2026-05-22,16:49:36,18.3,22.4,55.0
2026-05-22,16:50:38,18.3,22.4,55.0
2026-05-22,16:51:10,18.3,22.4,55.0
2026-05-22,16:53:10,18.3,22.4,55.0
2026-05-22,16:53:39,18.3,22.4,55.0
2026-05-22,16:54:05,18.3,22.4,55.0
2026-05-22,16:54:21,18.3,22.4,55.0
2026-05-22,16:54:32,18.3,22.4,55.0
2026-05-22,16:54:51,18.3,22.4,55.0
2026-05-22,16:55:32,18.3,22.4,55.0
2026-05-22,16:56:37,18.3,22.4,55.0
2026-05-22,16:58:31,18.3,22.4,55.0
2026-05-22,16:59:17,18.3,22.4,55.0
2026-05-22,17:03:33,18.3,22.4,55.0
2026-05-22,17:03:53,18.3,22.4,55.0
2026-05-22,17:05:29,18.3,22.4,55.0
2026-05-22,17:06:32,18.3,22.4,55.0
2026-05-22,17:06:48,18.3,22.4,55.0
2026-05-22,17:07:50,18.3,22.4,55.0
2026-05-22,17:08:45,18.3,22.4,55.0
2026-05-22,17:09:45,18.3,22.4,55.0
2026-05-22,17:11:00,18.3,22.4,55.0
2026-05-22,17:11:42,18.3,22.4,55.0
2026-05-22,17:11:57,18.3,22.4,55.0
2026-05-22,17:13:04,18.3,22.4,55.0
2026-05-22,17:13:27,18.3,22.4,55.0
2026-05-22,17:13:37,18.3,22.4,55.0
2026-05-22,17:15:31,18.3,22.4,55.0
2026-05-22,17:15:42,18.3,22.4,55.0
2026-05-22,17:15:49,18.3,22.4,55.0
2026-05-22,17:15:56,18.3,22.4,55.0
2026-05-22,17:16:04,18.3,22.4,55.0
2026-05-22,17:16:52,18.3,22.4,55.0
2026-05-22,17:17:06,18.3,22.4,55.0
2026-05-22,17:25:36,18.3,22.4,55.0
2026-05-22,19:22:05,18.3,22.4,55.0
2026-05-22,20:06:46,18.3,22.4,55.0
2026-05-22,20:07:02,18.3,22.4,55.0
2026-05-22,20:10:07,18.3,22.4,55.0
2026-05-22,20:10:18,18.3,22.4,55.0
2026-05-22,20:10:32,18.3,22.4,55.0
2026-05-22,20:11:02,18.3,22.4,55.0
2026-05-22,20:11:41,18.3,22.4,55.0
2026-05-22,20:12:08,18.3,22.4,55.0
2026-05-22,20:12:47,18.3,22.4,55.0
2026-05-22,20:12:56,18.3,22.4,55.0
2026-05-22,20:13:21,18.3,22.4,55.0
2026-05-22,20:13:55,18.3,22.4,55.0
2026-05-22,20:14:02,18.3,22.4,55.0
2026-05-22,20:14:46,18.3,22.4,55.0
2026-05-22,20:14:52,18.3,22.4,55.0
2026-05-22,20:15:28,18.3,22.4,55.0
2026-05-22,20:19:37,18.3,22.4,55.0
2026-05-22,20:20:56,18.3,22.4,55.0
2026-05-22,20:21:05,18.3,22.4,55.0
2026-05-22,20:24:29,18.3,22.4,55.0
2026-05-22,20:24:35,18.3,22.4,55.0
2026-05-22,20:24:43,18.3,22.4,55.0
2026-05-22,20:38:17,18.3,22.4,55.0
2026-05-22,20:38:47,18.3,22.4,55.0
2026-05-22,20:49:44,18.3,22.4,55.0
2026-05-22,20:51:36,18.3,22.4,55.0
2026-05-22,20:53:05,18.3,22.4,55.0
2026-05-22,20:53:43,18.3,22.4,55.0
2026-05-22,21:02:13,18.3,22.4,55.0
2026-05-22,21:02:46,18.3,22.4,55.0
2026-05-22,21:03:49,18.3,22.4,55.0
2026-05-23,07:07:04,18.3,22.4,55.0
2026-05-23,07:09:03,18.3,22.4,55.0
2026-05-23,07:11:03,18.3,22.4,55.0
2026-05-23,07:12:11,18.3,22.4,55.0
2026-05-23,07:12:51,18.3,22.4,55.0
2026-05-23,07:16:54,18.3,22.4,55.0
2026-05-23,07:17:21,18.3,22.4,55.0
2026-05-23,07:18:05,18.3,22.4,55.0
2026-05-23,07:18:34,18.3,22.4,55.0
2026-05-23,07:18:45,18.3,22.4,55.0
2026-05-23,07:18:53,18.3,22.4,55.0
2026-05-23,07:19:15,18.3,22.4,55.0
2026-05-23,07:19:23,18.3,22.4,55.0
2026-05-23,07:19:32,18.3,22.4,55.0
2026-05-23,07:19:49,18.3,22.4,55.0
2026-05-23,07:20:07,18.3,22.4,55.0
2026-05-23,07:20:14,18.3,22.4,55.0
2026-05-23,07:35:13,18.3,22.4,55.0
2026-05-23,18:25:49,18.3,22.4,55.0
2026-05-23,18:25:57,18.3,22.4,55.0
2026-05-23,18:33:26,18.3,22.4,55.0
2026-05-23,18:33:43,18.3,22.4,55.0
2026-05-23,18:36:53,18.3,22.4,55.0
2026-06-10,06:33:15,18.3,0.0,-127.0
2026-06-10,06:33:18,18.3,0.0,-127.0
2026-06-10,06:33:20,18.3,0.0,-127.0
2026-06-10,06:33:23,18.3,0.0,-127.0
2026-06-10,06:33:25,18.3,0.0,-127.0
2026-06-10,06:33:28,18.3,0.0,-127.0
2026-06-10,06:33:33,18.3,0.0,-127.0
2026-06-10,06:34:45,18.3,0.0,-127.0
2026-06-10,06:34:50,18.3,0.0,-127.0
2026-06-10,06:34:54,18.3,0.0,-127.0
2026-06-10,06:34:58,18.3,0.0,-127.0
2026-06-10,06:35:02,18.3,0.0,-127.0
2026-06-10,06:35:06,18.3,0.0,-127.0
2026-06-10,06:35:09,18.3,0.0,-127.0
2026-06-10,06:35:13,18.3,0.0,-127.0
2026-06-10,06:35:17,18.3,0.0,-127.0
2026-06-10,06:35:21,18.3,0.0,-127.0
2026-06-10,06:35:24,18.3,0.0,-127.0
2026-06-10,06:35:28,18.3,0.0,-127.0
2026-06-10,06:35:32,18.3,0.0,-127.0
2026-06-10,06:35:36,18.3,0.0,-127.0
2026-06-10,06:35:40,18.3,0.0,-127.0
2026-06-10,06:35:44,18.3,0.0,-127.0
2026-06-10,06:35:48,18.3,0.0,-127.0
2026-06-10,06:35:52,18.3,0.0,-127.0
2026-06-10,06:35:56,18.3,0.0,-127.0
2026-06-10,06:38:57,18.3,0.0,-127.0
2026-06-10,06:39:01,18.3,0.0,-127.0
2026-06-10,06:39:05,18.3,0.0,-127.0
2026-06-10,06:39:09,18.3,0.0,-127.0
2026-06-10,06:39:14,18.3,0.0,-127.0
2026-06-10,06:39:17,18.3,0.0,-127.0
2026-06-10,06:39:22,18.3,0.0,-127.0
2026-06-10,06:39:33,18.3,0.0,-127.0
2026-06-10,06:39:37,18.3,0.0,-127.0
2026-06-10,06:39:41,18.3,0.0,-127.0
2026-06-10,06:39:45,18.3,0.0,-127.0
2026-06-10,06:39:49,18.3,0.0,-127.0
2026-06-10,06:39:52,18.3,0.0,-127.0
2026-06-10,06:39:56,18.3,0.0,-127.0
2026-06-10,06:40:00,18.3,0.0,-127.0
2026-06-10,06:40:04,18.3,0.0,-127.0
2026-06-10,06:40:09,18.3,0.0,-127.0
2026-06-10,06:40:13,18.3,0.0,-127.0
2026-06-10,06:40:17,18.3,0.0,-127.0
2026-06-10,06:40:22,18.3,0.0,-127.0
2026-06-10,06:40:54,18.3,0.0,-127.0
2026-06-10,06:40:58,18.3,0.0,-127.0
2026-06-10,06:41:02,18.3,0.0,-127.0
2026-06-10,06:41:06,18.3,0.0,-127.0
2026-06-10,06:41:10,18.3,0.0,-127.0
2026-06-10,06:41:14,18.3,0.0,-127.0
2026-06-10,06:41:18,18.3,0.0,-127.0
2026-06-10,06:41:22,18.3,0.0,-127.0
