Date,Time,Tension,Alignment,Speed
2026-05-18,18:06:39,1122.0,3.5,555.0
2026-05-18,18:12:01,1122.0,3.5,555.0
2026-05-18,18:12:45,1122.0,3.5,555.0
2026-05-18,18:20:20,1122.0,3.5,555.0
2026-05-18,18:21:52,1122.0,3.5,555.0
2026-05-18,18:22:09,1122.0,3.5,555.0
2026-05-18,18:22:13,1122.0,3.5,555.0
2026-05-18,18:22:17,1122.0,3.5,555.0
2026-05-18,18:22:25,1122.0,3.5,555.0
2026-05-18,18:24:27,1122.0,3.5,555.0
2026-05-18,18:26:04,1122.0,3.5,555.0
2026-05-18,18:26:19,1122.0,3.5,555.0
2026-05-18,18:27:22,1122.0,3.5,555.0
2026-05-18,18:27:29,1122.0,3.5,555.0
2026-05-18,18:27:35,1122.0,3.5,555.0
2026-05-18,18:31:04,1122.0,3.5,555.0
2026-05-18,18:33:42,1122.0,3.5,555.0
2026-05-19,14:32:20,1122.0,3.5,555.0
2026-05-19,14:32:26,1122.0,3.5,555.0
2026-05-19,14:33:33,1122.0,3.5,555.0
2026-05-19,14:34:12,1122.0,3.5,555.0
2026-05-19,14:34:41,1122.0,3.5,555.0
2026-05-19,14:34:54,1122.0,3.5,555.0
2026-05-19,14:36:04,1122.0,3.5,555.0
2026-05-19,14:36:11,1122.0,3.5,555.0
2026-05-19,14:36:17,1122.0,3.5,555.0
2026-05-19,14:36:23,1122.0,3.5,555.0
2026-05-19,14:39:53,1122.0,3.5,555.0
2026-05-19,14:42:58,1122.0,3.5,555.0
2026-05-19,15:05:29,1122.0,3.5,555.0
2026-05-19,15:05:36,1122.0,3.5,555.0
2026-05-19,15:05:41,1122.0,3.5,555.0
2026-05-19,15:05:56,1122.0,3.5,555.0
2026-05-19,15:06:58,1122.0,3.5,555.0
2026-05-19,15:08:37,1122.0,3.5,555.0
2026-05-19,15:09:52,1122.0,3.5,555.0
2026-05-19,15:12:22,1122.0,3.5,555.0
2026-05-19,15:12:30,1122.0,3.5,555.0
2026-05-19,15:12:55,1122.0,3.5,555.0
2026-05-19,15:13:04,1122.0,3.5,555.0
2026-05-19,15:14:22,1122.0,3.5,555.0
2026-05-19,15:14:31,1122.0,3.5,555.0
2026-05-19,15:14:44,1122.0,3.5,555.0
2026-05-19,15:15:13,1122.0,3.5,555.0
2026-05-19,15:16:50,1122.0,3.5,555.0
2026-05-19,15:17:47,1122.0,3.5,555.0
2026-05-19,15:18:12,1122.0,3.5,555.0
2026-05-19,15:20:54,1122.0,3.5,555.0
2026-05-19,15:22:12,1122.0,3.5,555.0
2026-05-19,15:23:31,1122.0,3.5,555.0
2026-05-19,15:26:11,1122.0,3.5,555.0
2026-05-19,15:27:10,1122.0,3.5,555.0
2026-05-19,15:28:21,1122.0,3.5,555.0
2026-05-19,15:30:24,1122.0,3.5,555.0
2026-05-19,15:31:03,1122.0,3.5,555.0
2026-05-19,15:31:10,1122.0,3.5,555.0
2026-05-19,15:40:17,1122.0,3.5,555.0
2026-05-19,15:40:24,1122.0,3.5,555.0
2026-05-19,15:43:01,1122.0,3.5,555.0
2026-05-19,15:43:53,1122.0,3.5,555.0
2026-05-19,15:45:18,1122.0,3.5,555.0
2026-05-19,15:45:24,1122.0,3.5,555.0
2026-05-19,15:45:29,1122.0,3.5,555.0
2026-05-19,15:46:04,1122.0,3.5,555.0
2026-05-19,15:46:13,1122.0,3.5,555.0
2026-05-19,15:46:30,1122.0,3.5,555.0
2026-05-19,15:47:45,1122.0,3.5,555.0
2026-05-19,15:47:53,1122.0,3.5,555.0
2026-05-19,15:48:38,1122.0,3.5,555.0
2026-05-19,15:49:18,1122.0,3.5,555.0
2026-05-19,15:49:31,1122.0,3.5,555.0
2026-05-19,15:49:53,1122.0,3.5,555.0
2026-05-19,15:50:11,1122.0,3.5,555.0
2026-05-19,15:50:30,1122.0,3.5,555.0
2026-05-19,15:52:21,1122.0,3.5,555.0
2026-05-19,15:52:38,1122.0,3.5,555.0
2026-05-19,15:52:51,1122.0,3.5,555.0
2026-05-19,15:53:43,1122.0,3.5,555.0
2026-05-19,15:54:04,1122.0,3.5,555.0
2026-05-19,15:54:09,1122.0,3.5,555.0
2026-05-19,15:54:22,1122.0,3.5,555.0
2026-05-19,15:56:24,1122.0,3.5,555.0
2026-05-19,16:08:37,1122.0,3.5,555.0
2026-05-19,16:09:53,1122.0,3.5,555.0
2026-05-19,16:14:53,1122.0,3.5,555.0
2026-05-19,16:27:37,1122.0,3.5,555.0
2026-05-19,16:29:27,1122.0,3.5,555.0
2026-05-19,16:37:10,1122.0,3.5,555.0
2026-05-19,16:39:06,1122.0,3.5,555.0
2026-05-19,16:39:45,1122.0,3.5,555.0
2026-05-19,16:39:53,1122.0,3.5,555.0
2026-05-19,16:40:22,1122.0,3.5,555.0
2026-05-19,22:17:38,1122.0,3.5,555.0
2026-05-19,22:42:33,1122.0,3.5,555.0
2026-05-19,22:42:48,1122.0,3.5,555.0
2026-05-19,22:42:52,1122.0,3.5,555.0
2026-05-19,22:43:03,1122.0,3.5,555.0
2026-05-19,22:44:20,1122.0,3.5,555.0
2026-05-19,22:45:27,1122.0,3.5,555.0
2026-05-19,22:46:01,1122.0,3.5,555.0
2026-05-19,22:46:44,1122.0,3.5,555.0
2026-05-19,22:47:37,1122.0,3.5,555.0
2026-05-19,22:50:22,1122.0,3.5,555.0
2026-05-19,22:50:36,1122.0,3.5,555.0
2026-05-19,22:51:12,1122.0,3.5,555.0
2026-05-19,22:51:24,1122.0,3.5,555.0
2026-05-19,22:52:14,1122.0,3.5,555.0
2026-05-19,22:55:05,1122.0,3.5,555.0
2026-05-20,15:54:15,1122.0,3.5,555.0
2026-05-20,15:54:46,1122.0,3.5,555.0
2026-05-20,23:08:43,1122.0,3.5,555.0
2026-05-21,17:39:55,1122.0,3.5,555.0
2026-05-21,17:41:59,1122.0,3.5,555.0
2026-05-21,17:45:12,1122.0,3.5,555.0
2026-05-21,17:45:28,1122.0,3.5,555.0
2026-05-21,17:45:35,1122.0,3.5,555.0
2026-05-21,17:49:09,1122.0,3.5,555.0
2026-05-21,17:49:23,1122.0,3.5,555.0
2026-05-21,17:49:40,1122.0,3.5,555.0
2026-05-21,17:56:44,1122.0,3.5,555.0
2026-05-21,17:57:47,1122.0,3.5,555.0
2026-05-21,17:58:14,1122.0,3.5,555.0
2026-05-21,17:58:58,1122.0,3.5,555.0
2026-05-21,17:59:10,1122.0,3.5,555.0
2026-05-21,18:04:22,1122.0,3.5,555.0
2026-05-21,18:06:34,1122.0,3.5,555.0
2026-05-21,18:07:28,1122.0,3.5,555.0
2026-05-21,18:07:36,1122.0,3.5,555.0
2026-05-21,18:08:17,1122.0,3.5,555.0
2026-05-21,18:08:24,1122.0,3.5,555.0
2026-05-21,18:08:40,1122.0,3.5,555.0
2026-05-21,18:10:21,1122.0,3.5,555.0
2026-05-21,18:41:56,1122.0,3.5,555.0
2026-05-21,18:42:01,1122.0,3.5,555.0
2026-05-21,18:42:15,1122.0,3.5,555.0
2026-05-21,18:43:04,1122.0,3.5,555.0
2026-05-21,18:43:10,1122.0,3.5,555.0
2026-05-21,18:43:16,1122.0,3.5,555.0
2026-05-21,18:43:22,1122.0,3.5,555.0
2026-05-21,18:53:01,1122.0,3.5,555.0
2026-05-21,18:54:50,1122.0,3.5,555.0
2026-05-21,18:54:56,1122.0,3.5,555.0
2026-05-21,18:56:29,1122.0,3.5,555.0
2026-05-21,19:04:54,1122.0,3.5,555.0
2026-05-22,12:16:37,1122.0,3.5,555.0
2026-05-22,12:16:49,1122.0,3.5,555.0
2026-05-22,14:42:27,1122.0,3.5,555.0
2026-05-22,14:42:39,1122.0,3.5,555.0
2026-05-22,14:42:45,1122.0,3.5,555.0
2026-05-22,14:42:50,1122.0,3.5,555.0
2026-05-22,14:44:44,1122.0,3.5,555.0
2026-05-22,14:48:35,1122.0,3.5,555.0
2026-05-22,14:48:40,1122.0,3.5,555.0
2026-05-22,14:48:44,1122.0,3.5,555.0
2026-05-22,14:48:48,1122.0,3.5,555.0
2026-05-22,14:48:54,1122.0,3.5,555.0
2026-05-22,14:49:00,1122.0,3.5,555.0
2026-05-22,14:49:06,1122.0,3.5,555.0
2026-05-22,14:49:14,1122.0,3.5,555.0
2026-05-22,14:49:21,1122.0,3.5,555.0
2026-05-22,14:50:17,1122.0,3.5,555.0
2026-05-22,14:50:50,1122.0,3.5,555.0
2026-05-22,14:51:17,1122.0,3.5,555.0
2026-05-22,14:51:44,1122.0,3.5,555.0
2026-05-22,14:51:58,1122.0,3.5,555.0
2026-05-22,14:53:18,1122.0,3.5,555.0
2026-05-22,14:53:26,1122.0,3.5,555.0
2026-05-22,14:53:39,1122.0,3.5,555.0
2026-05-22,14:56:30,1122.0,3.5,555.0
2026-05-22,15:09:16,1122.0,3.5,555.0
2026-05-22,15:13:18,1122.0,3.5,555.0
2026-05-22,15:19:02,1122.0,3.5,555.0
2026-05-22,15:19:16,1122.0,3.5,555.0
2026-05-22,15:19:17,1122.0,3.5,555.0
2026-05-22,15:19:21,1122.0,3.5,555.0
2026-05-22,15:20:47,1122.0,3.5,555.0
2026-05-22,15:39:34,1122.0,3.5,555.0
2026-05-22,15:40:30,1122.0,3.5,555.0
2026-05-22,15:41:36,1122.0,3.5,555.0
2026-05-22,15:42:53,1122.0,3.5,555.0
2026-05-22,15:56:56,1122.0,3.5,555.0
2026-05-22,15:57:25,1122.0,3.5,555.0
2026-05-22,15:58:05,1122.0,3.5,555.0
2026-05-22,15:59:33,1122.0,3.5,555.0
2026-05-22,16:03:13,1122.0,3.5,555.0
2026-05-22,16:04:49,1122.0,3.5,555.0
2026-05-22,16:05:40,1122.0,3.5,555.0
2026-05-22,16:06:37,1122.0,3.5,555.0
2026-05-22,16:12:24,1122.0,3.5,555.0
2026-05-22,16:16:23,1122.0,3.5,555.0
2026-05-22,16:18:02,1122.0,3.5,555.0
2026-05-22,16:22:23,1122.0,3.5,555.0
2026-05-22,16:23:24,1122.0,3.5,555.0
2026-05-22,16:23:40,1122.0,3.5,555.0
2026-05-22,16:24:00,1122.0,3.5,555.0
2026-05-22,16:25:00,1122.0,3.5,555.0
2026-05-22,16:25:40,1122.0,3.5,555.0
2026-05-22,16:26:09,1122.0,3.5,555.0
2026-05-22,16:29:52,1122.0,3.5,555.0
2026-05-22,16:32:45,1122.0,3.5,555.0
2026-05-22,16:33:14,1122.0,3.5,555.0
2026-05-22,16:33:37,1122.0,3.5,555.0
2026-05-22,16:34:32,1122.0,3.5,555.0
2026-05-22,16:35:31,1122.0,3.5,555.0
2026-05-22,16:35:47,1122.0,3.5,555.0
2026-05-22,16:36:03,1122.0,3.5,555.0
2026-05-22,16:36:21,1122.0,3.5,555.0
2026-05-22,16:40:34,1122.0,3.5,555.0
2026-05-22,16:44:09,1122.0,3.5,555.0
2026-05-22,16:45:21,1122.0,3.5,555.0
2026-05-22,16:48:39,1122.0,3.5,555.0
2026-05-22,16:48:53,1122.0,3.5,555.0
2026-05-22,16:49:21,1122.0,3.5,555.0
2026-05-22,16:49:36,1122.0,3.5,555.0
2026-05-22,16:50:38,1122.0,3.5,555.0
2026-05-22,16:51:10,1122.0,3.5,555.0
2026-05-22,16:53:10,1122.0,3.5,555.0
2026-05-22,16:53:39,1122.0,3.5,555.0
2026-05-22,16:54:05,1122.0,3.5,555.0
2026-05-22,16:54:21,1122.0,3.5,555.0
2026-05-22,16:54:32,1122.0,3.5,555.0
2026-05-22,16:54:51,1122.0,3.5,555.0
2026-05-22,16:55:32,1122.0,3.5,555.0
2026-05-22,16:56:37,1122.0,3.5,555.0
2026-05-22,16:58:31,1122.0,3.5,555.0
2026-05-22,16:59:17,1122.0,3.5,555.0
2026-05-22,17:03:33,1122.0,3.5,555.0
2026-05-22,17:03:53,1122.0,3.5,555.0
2026-05-22,17:05:29,1122.0,3.5,555.0
2026-05-22,17:06:32,1122.0,3.5,555.0
2026-05-22,17:06:48,1122.0,3.5,555.0
2026-05-22,17:07:50,1122.0,3.5,555.0
2026-05-22,17:08:45,1122.0,3.5,555.0
2026-05-22,17:09:45,1122.0,3.5,555.0
2026-05-22,17:11:00,1122.0,3.5,555.0
2026-05-22,17:11:42,1122.0,3.5,555.0
2026-05-22,17:11:57,1122.0,3.5,555.0
2026-05-22,17:13:04,1122.0,3.5,555.0
2026-05-22,17:13:27,1122.0,3.5,555.0
2026-05-22,17:13:37,1122.0,3.5,555.0
2026-05-22,17:15:31,1122.0,3.5,555.0
2026-05-22,17:15:42,1122.0,3.5,555.0
2026-05-22,17:15:49,1122.0,3.5,555.0
2026-05-22,17:15:56,1122.0,3.5,555.0
2026-05-22,17:16:04,1122.0,3.5,555.0
2026-05-22,17:16:52,1122.0,3.5,555.0
2026-05-22,17:17:06,1122.0,3.5,555.0
2026-05-22,17:25:36,1122.0,3.5,555.0
2026-05-22,19:22:05,1122.0,3.5,555.0
2026-05-22,20:06:46,1122.0,3.5,555.0
2026-05-22,20:07:02,1122.0,3.5,555.0
2026-05-22,20:10:07,1122.0,3.5,555.0
2026-05-22,20:10:18,1122.0,3.5,555.0
2026-05-22,20:10:32,1122.0,3.5,555.0
2026-05-22,20:11:02,1122.0,3.5,555.0
2026-05-22,20:11:41,1122.0,3.5,555.0
2026-05-22,20:12:08,1122.0,3.5,555.0
2026-05-22,20:12:47,1122.0,3.5,555.0
2026-05-22,20:12:56,1122.0,3.5,555.0
2026-05-22,20:13:21,1122.0,3.5,555.0
2026-05-22,20:13:55,1122.0,3.5,555.0
2026-05-22,20:14:02,1122.0,3.5,555.0
2026-05-22,20:14:46,1122.0,3.5,555.0
2026-05-22,20:14:52,1122.0,3.5,555.0
2026-05-22,20:15:28,1122.0,3.5,555.0
2026-05-22,20:19:37,1122.0,3.5,555.0
2026-05-22,20:20:56,1122.0,3.5,555.0
2026-05-22,20:21:05,1122.0,3.5,555.0
2026-05-22,20:24:29,1122.0,3.5,555.0
2026-05-22,20:24:35,1122.0,3.5,555.0
2026-05-22,20:24:43,1122.0,3.5,555.0
2026-05-22,20:38:17,1122.0,3.5,555.0
2026-05-22,20:38:47,1122.0,3.5,555.0
2026-05-22,20:49:44,1122.0,3.5,555.0
2026-05-22,20:51:36,1122.0,3.5,555.0
2026-05-22,20:53:05,1122.0,3.5,555.0
2026-05-22,20:53:43,1122.0,3.5,555.0
2026-05-22,21:02:13,1122.0,3.5,555.0
2026-05-22,21:02:46,1122.0,3.5,555.0
2026-05-22,21:03:49,1122.0,3.5,555.0
2026-05-23,07:07:04,1122.0,3.5,555.0
2026-05-23,07:09:03,1122.0,3.5,555.0
2026-05-23,07:11:03,1122.0,3.5,555.0
2026-05-23,07:12:10,1122.0,3.5,555.0
2026-05-23,07:12:51,1122.0,3.5,555.0
2026-05-23,07:16:54,1122.0,3.5,555.0
2026-05-23,07:17:21,1122.0,3.5,555.0
2026-05-23,07:18:05,1122.0,3.5,555.0
2026-05-23,07:18:34,1122.0,3.5,555.0
2026-05-23,07:18:45,1122.0,3.5,555.0
2026-05-23,07:18:53,1122.0,3.5,555.0
2026-05-23,07:19:15,1122.0,3.5,555.0
2026-05-23,07:19:23,1122.0,3.5,555.0
2026-05-23,07:19:32,1122.0,3.5,555.0
2026-05-23,07:19:49,1122.0,3.5,555.0
2026-05-23,07:20:07,1122.0,3.5,555.0
2026-05-23,07:20:13,1122.0,3.5,555.0
2026-05-23,07:35:13,1122.0,3.5,555.0
2026-05-23,18:25:49,1122.0,3.5,555.0
2026-05-23,18:25:57,1122.0,3.5,555.0
2026-05-23,18:33:26,1122.0,3.5,555.0
2026-05-23,18:33:43,1122.0,3.5,555.0
2026-05-23,18:36:53,1122.0,3.5,555.0
